Assureur,Canton,Hoheitsgebiet,Année,Erhebungsjahr,Region,ClasseAge,CouvertureAccident,Tarif,TypeTarif,Altersuntergruppe,Franchisestufe,Franchise,Prime,isBaseP,isBaseF,NomTarif
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"446,7",1,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BF,TAR-DIV,K1,FRAST1,FRA-0,"129,3",0,1,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BF,TAR-DIV,K3,FRAST1,FRA-0,"51,7",0,1,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BF,TAR-DIV,K1,FRAST6,FRA-500,"100,2",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BF,TAR-DIV,K3,FRAST6,FRA-500,"30,9",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST1,FRA-300,414,0,1,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST2,FRA-500,"402,4",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST3,FRA-1000,"373,2",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST4,FRA-1500,344,0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST5,FRA-2000,"314,9",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST6,FRA-2500,"285,7",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST1,FRA-300,"517,5",0,1,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST2,FRA-500,"505,9",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST3,FRA-1000,"476,7",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST4,FRA-1500,"447,5",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST5,FRA-2000,"418,4",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST6,FRA-2500,"389,2",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CA,TAR-HAM,K1,FRAST1,FRA-0,"126,4",0,1,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CA,TAR-HAM,K3,FRAST1,FRA-0,"50,6",0,1,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CA,TAR-HAM,K1,FRAST6,FRA-500,"97,3",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CA,TAR-HAM,K3,FRAST6,FRA-500,"30,9",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST1,FRA-300,"404,8",0,1,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST2,FRA-500,"393,2",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST3,FRA-1000,364,0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST4,FRA-1500,"334,8",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST5,FRA-2000,"305,7",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST6,FRA-2500,"276,5",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST1,FRA-300,506,0,1,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST2,FRA-500,"494,4",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST3,FRA-1000,"465,2",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST4,FRA-1500,436,0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST5,FRA-2000,"406,9",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST6,FRA-2500,"377,7",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CP,TAR-HAM,K1,FRAST1,FRA-0,"119,2",0,1,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CP,TAR-HAM,K3,FRAST1,FRA-0,"47,7",0,1,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CP,TAR-HAM,K1,FRAST6,FRA-500,"90,1",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CP,TAR-HAM,K3,FRAST6,FRA-500,"30,9",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST1,FRA-300,"381,8",0,1,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST2,FRA-500,"370,2",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST3,FRA-1000,341,0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST4,FRA-1500,"311,8",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST5,FRA-2000,"282,7",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST6,FRA-2500,"253,5",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST1,FRA-300,"477,2",0,1,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST2,FRA-500,"465,6",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST3,FRA-1000,"436,4",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST4,FRA-1500,"407,2",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST5,FRA-2000,"378,1",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST6,FRA-2500,"348,9",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_TEL,TAR-DIV,K1,FRAST1,FRA-0,"122,1",0,1,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_TEL,TAR-DIV,K3,FRAST1,FRA-0,"48,8",0,1,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_TEL,TAR-DIV,K1,FRAST6,FRA-500,93,0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_TEL,TAR-DIV,K3,FRAST6,FRA-500,"30,9",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST1,FRA-300,391,0,1,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST2,FRA-500,"379,4",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST3,FRA-1000,"350,2",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST4,FRA-1500,321,0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST5,FRA-2000,"291,9",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST6,FRA-2500,"262,7",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST1,FRA-300,"488,7",0,1,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST2,FRA-500,"477,1",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST3,FRA-1000,"447,9",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST4,FRA-1500,"418,7",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST5,FRA-2000,"389,6",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST6,FRA-2500,"360,4",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,PREMED,TAR-DIV,K1,FRAST1,FRA-0,"132,2",0,1,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,PREMED,TAR-DIV,K3,FRAST1,FRA-0,"52,9",0,1,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,PREMED,TAR-DIV,K1,FRAST6,FRA-500,"103,1",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,PREMED,TAR-DIV,K3,FRAST6,FRA-500,"30,9",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST1,FRA-300,"423,2",0,1,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST2,FRA-500,"411,6",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST3,FRA-1000,"382,4",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST4,FRA-1500,"353,2",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST5,FRA-2000,"324,1",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST6,FRA-2500,"294,9",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST1,FRA-300,529,0,1,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST2,FRA-500,"517,4",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST3,FRA-1000,"488,2",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST4,FRA-1500,459,0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST5,FRA-2000,"429,9",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST6,FRA-2500,"400,7",0,0,Premed-24
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST1,FRA-0,"133,7",0,1,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST1,FRA-0,"53,5",0,1,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST6,FRA-500,"106,6",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST6,FRA-500,"28,8",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"427,8",0,1,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"417,1",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"389,9",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"362,7",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"335,7",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"308,5",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"534,8",0,1,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,524,0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"496,9",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"469,7",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"442,6",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"415,5",0,0,Grundversicherung
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BF,TAR-DIV,K1,FRAST1,FRA-0,"120,3",0,1,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BF,TAR-DIV,K3,FRAST1,FRA-0,"48,1",0,1,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BF,TAR-DIV,K1,FRAST6,FRA-500,"93,2",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BF,TAR-DIV,K3,FRAST6,FRA-500,"28,8",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST1,FRA-300,"385,1",0,1,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST2,FRA-500,"374,3",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST3,FRA-1000,"347,1",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST4,FRA-1500,320,0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST5,FRA-2000,"292,9",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST6,FRA-2500,"265,8",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BF,TAR-DIV,,FRAST1,FRA-300,"481,3",0,1,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BF,TAR-DIV,,FRAST2,FRA-500,"470,5",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BF,TAR-DIV,,FRAST3,FRA-1000,"443,4",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BF,TAR-DIV,,FRAST4,FRA-1500,"416,2",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BF,TAR-DIV,,FRAST5,FRA-2000,"389,2",0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BF,TAR-DIV,,FRAST6,FRA-2500,362,0,0,BeneFit
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_CA,TAR-HAM,K1,FRAST1,FRA-0,"117,6",0,1,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_CA,TAR-HAM,K3,FRAST1,FRA-0,"47,1",0,1,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_CA,TAR-HAM,K1,FRAST6,FRA-500,"90,5",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_CA,TAR-HAM,K3,FRAST6,FRA-500,"28,8",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CA,TAR-HAM,,FRAST1,FRA-300,"376,5",0,1,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CA,TAR-HAM,,FRAST2,FRA-500,"365,7",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CA,TAR-HAM,,FRAST3,FRA-1000,"338,6",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CA,TAR-HAM,,FRAST4,FRA-1500,"311,4",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CA,TAR-HAM,,FRAST5,FRA-2000,"284,4",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CA,TAR-HAM,,FRAST6,FRA-2500,"257,2",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CA,TAR-HAM,,FRAST1,FRA-300,"470,6",0,1,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CA,TAR-HAM,,FRAST2,FRA-500,"459,8",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CA,TAR-HAM,,FRAST3,FRA-1000,"432,7",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CA,TAR-HAM,,FRAST4,FRA-1500,"405,5",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CA,TAR-HAM,,FRAST5,FRA-2000,"378,5",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CA,TAR-HAM,,FRAST6,FRA-2500,"351,3",0,0,BeneFit PLUS - Hausarztmodell 12%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_CP,TAR-HAM,K1,FRAST1,FRA-0,"110,9",0,1,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_CP,TAR-HAM,K3,FRAST1,FRA-0,"44,4",0,1,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_CP,TAR-HAM,K1,FRAST6,FRA-500,"83,8",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_CP,TAR-HAM,K3,FRAST6,FRA-500,"28,8",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CP,TAR-HAM,,FRAST1,FRA-300,"355,1",0,1,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CP,TAR-HAM,,FRAST2,FRA-500,"344,3",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CP,TAR-HAM,,FRAST3,FRA-1000,"317,2",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CP,TAR-HAM,,FRAST4,FRA-1500,290,0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CP,TAR-HAM,,FRAST5,FRA-2000,263,0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_CP,TAR-HAM,,FRAST6,FRA-2500,"235,8",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CP,TAR-HAM,,FRAST1,FRA-300,"443,8",0,1,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CP,TAR-HAM,,FRAST2,FRA-500,"433,1",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CP,TAR-HAM,,FRAST3,FRA-1000,"405,9",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CP,TAR-HAM,,FRAST4,FRA-1500,"378,7",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CP,TAR-HAM,,FRAST5,FRA-2000,"351,7",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BFP_CP,TAR-HAM,,FRAST6,FRA-2500,"324,5",0,0,BeneFit PLUS - Hausarztmodell 17%
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_TEL,TAR-DIV,K1,FRAST1,FRA-0,"113,6",0,1,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_TEL,TAR-DIV,K3,FRAST1,FRA-0,"45,4",0,1,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_TEL,TAR-DIV,K1,FRAST6,FRA-500,"86,5",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BFP_TEL,TAR-DIV,K3,FRAST6,FRA-500,"28,8",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_TEL,TAR-DIV,,FRAST1,FRA-300,"363,7",0,1,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_TEL,TAR-DIV,,FRAST2,FRA-500,"352,9",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_TEL,TAR-DIV,,FRAST3,FRA-1000,"325,7",0,0,BeneFit PLUS Telmed
0994,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BFP_TEL,TAR-DIV,,FRAST4,FRA-1500,"298,6",0,0,BeneFit PLUS Telmed
